AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA,SEDESCOLASTICA,Alunni,Full Address,Latitude,Longitude,ORDINESCUOLA
NORD OVEST,LIGURIA,GENOVA,GEIC84100X,I.C. BORZOLI,GEEE841012,SC.ELEM. 2 GIUGNO,VIA FRATELLI DI CORONATA,Non Disponibile,GEIC84100X@istruzione.it,Non Disponibile,icborzoli.edu.it,NO,157,"VIA FRATELLI DI CORONATA, GENOVA",44.4374195,8.8796211,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84100X,I.C. BORZOLI,GEEE841034,SC.ELEM. XXV APRILE,VIA MUSCOLA 23,Non Disponibile,GEIC84100X@istruzione.it,Non Disponibile,icborzoli.edu.it,NO,195,"VIA MUSCOLA 23, GENOVA",44.4302064,8.8564773,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84100X,I.C. BORZOLI,GEMM841011,I.C. / S.M.S. DI BORZOLI,VIA MUSCOLA 23,Non Disponibile,GEIC84100X@istruzione.it,Non Disponibile,icborzoli.edu.it,NO,256,"VIA MUSCOLA 23, GENOVA",44.4302064,8.8564773,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC84200Q,I.C. TEGLIA,GEEE84202V,S.EL. - E.MORANTE -,VIA LINNEO 232,Non Disponibile,GEIC84200Q@istruzione.it,Non Disponibile,www.icteglia.edu.it,NO,167,"VIA LINNEO 232, GENOVA",44.4479848,8.9038116,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84200Q,I.C. TEGLIA,GEEE84201T,S.EL. DI VIA TEGLIA,VIA TEGLIA 2 B,Non Disponibile,GEIC84200Q@istruzione.it,Non Disponibile,www.icteglia.edu.it,NO,218,"VIA TEGLIA 2 B, GENOVA",44.448762,8.8936686,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84200Q,I.C. TEGLIA,GEEE84203X,S.EL. - VILLA SANGUINETI -,VIA DEI MOLINUSSI 9,Non Disponibile,GEIC84200Q@istruzione.it,Non Disponibile,www.icteglia.edu.it,NO,104,"VIA DEI MOLINUSSI 9, GENOVA",44.4465632,8.8883696,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84200Q,I.C. TEGLIA,GEMM84201R,I.C. TEGLIA - MEDIA TEGLIA,VIA TEGLIA 2,Non Disponibile,GEIC84200Q@istruzione.it,Non Disponibile,www.icteglia.gov.it,NO,326,"VIA TEGLIA 2, GENOVA",44.4490519,8.8937001,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC84300G,I.C. CICAGNA,GEEE84303Q,S.EL. DI ISOLONA-ORERO,VIA ISOLONA 7,Non Disponibile,GEIC84300G@istruzione.it,Non Disponibile,www.iccicagna.edu.it,NO,7,"VIA ISOLONA 7, GENOVA",44.4068002,9.2744438,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84300G,I.C. CICAGNA,GEMM84302N,I.C. CICAGNA - S.M.S.GIANNINI,VIALE ITALIA 26,Non Disponibile,GEIC84300G@istruzione.it,Non Disponibile,www.iccicagna.edu.it,NO,119,"VIALE ITALIA 26, GENOVA",44.4071448,8.9347381,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC84300G,I.C. CICAGNA,GEMM84301L,IC CICAGNA-SMS COLOMBO-GATTORNA,VIA TERZONASCA 4 BIS,Non Disponibile,GEIC84300G@istruzione.it,Non Disponibile,www.iccicagna.edu.it,NO,96,"VIA TERZONASCA 4 BIS, GENOVA",44.4311579,9.1822246,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC84300G,I.C. CICAGNA,GEIC84300G,I.C. CICAGNA,VIALE ITALIA 13A,Non Disponibile,GEIC84300G@istruzione.it,geic84300g@pec.istruzione.it,Non Disponibile,NO,,"VIALE ITALIA 13A, GENOVA",44.4071448,8.9347381,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC84300G,I.C. CICAGNA,GEEE84301N,S.EL. - A.P.GIANNINI -,VIA CANOVA 3,Non Disponibile,GEIC84300G@istruzione.it,Non Disponibile,www.iccicagna.edu.it,NO,66,"VIA CANOVA 3, GENOVA",44.408504,9.2357454,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84300G,I.C. CICAGNA,GEEE84305T,S.EL. DI LUMARZO,VIA CHIAPPATO 287,Non Disponibile,GEIC84300G@istruzione.it,Non Disponibile,www.iccicagna.edu.it,NO,32,"VIA CHIAPPATO 287, GENOVA",44.42933,9.13658,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84300G,I.C. CICAGNA,GEEE843092,S.EL-AI CADUTI D'ITALIA-CALVARI,PIAZZALE SAN LORENZO,Non Disponibile,GEIC84300G@istruzione.it,Non Disponibile,www.iccicagna.edu.it,NO,72,"PIAZZALE SAN LORENZO, GENOVA",44.4079517,8.9310774,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84300G,I.C. CICAGNA,GEEE84307X,S.EL. DI OGNIO-NEIRONE,PIAZZA ALLA CHIESA 171,Non Disponibile,GEIC84300G@istruzione.it,Non Disponibile,www.iccicagna.edu.it,NO,10,"PIAZZA ALLA CHIESA 171, GENOVA",44.4071448,8.9347381,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84300G,I.C. CICAGNA,GEEE84306V,S.EL. DI MOCONESI,VIA TERZONASCA 4 BIS,Non Disponibile,GEIC84300G@istruzione.it,Non Disponibile,www.iccicagna.edu.it,NO,83,"VIA TERZONASCA 4 BIS, GENOVA",44.4311579,9.1822246,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84300G,I.C. CICAGNA,GEEE843081,S.EL.-L.FOPPIANO-MONLEONE,VIA S.GIOVANNI GUALBERTO,Non Disponibile,GEIC84300G@istruzione.it,Non Disponibile,www.iccicagna.edu.it,NO,52,"VIA S.GIOVANNI GUALBERTO, GENOVA",44.4056884,9.2466933,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84300G,I.C. CICAGNA,GEEE84302P,S.EL. DI FAVALE,VIA MALVARO 13,Non Disponibile,GEIC84300G@istruzione.it,Non Disponibile,www.iccicagna.edu.it,NO,16,"VIA MALVARO 13, GENOVA",44.4540722,9.2600848,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84400B,I.C. SESTRI LEVANTE,GEEE84406P,UMBERTO I - RIVA TRIGOSO,VIA VERDI 1,Non Disponibile,GEIC84400B@istruzione.it,Non Disponibile,www.icsestrilevante.gov.it,NO,80,"VIA VERDI 1, GENOVA",44.4071448,8.9347381,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84400B,I.C. SESTRI LEVANTE,GEEE84404L,S.EL. - T.BERTOLLO -,VIA NAZIONALE 490,Non Disponibile,GEIC84400B@istruzione.it,Non Disponibile,www.icsestrilevante.gov.it,NO,79,"VIA NAZIONALE 490, GENOVA",44.271416,9.4129874,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84400B,I.C. SESTRI LEVANTE,GEEE84403G,S.EL. - PAPA GIOVANNI XXIII -,VIA LOMBARDIA 29,Non Disponibile,GEIC84400B@istruzione.it,Non Disponibile,www.icsestrilevante.gov.it,NO,234,"VIA LOMBARDIA 29, GENOVA",44.2788594,9.3976748,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84400B,I.C. SESTRI LEVANTE,GEMM84401C,I.C.SESTRI LEVANTE/SMS DESCALZO,VIA VAL DI CANEPA 53,Non Disponibile,GEIC84400B@istruzione.it,Non Disponibile,www.icsestrilevante.gov.it,NO,420,"VIA VAL DI CANEPA 53, GENOVA",44.2697319,9.4015255,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC84400B,I.C. SESTRI LEVANTE,GEEE84402E,S.EL. - MONUMENTO AI CADUTI -,VIALE DANTE 64,Non Disponibile,GEIC84400B@istruzione.it,Non Disponibile,www.icsestrilevante.gov.it,NO,115,"VIALE DANTE 64, GENOVA",44.2717658,9.398229,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84400B,I.C. SESTRI LEVANTE,GEEE84401D,S.EL. - G.MARCONI -,VIA PER TASSANI,Non Disponibile,GEIC84400B@istruzione.it,Non Disponibile,www.icsestrilevante.gov.it,NO,78,"VIA PER TASSANI, GENOVA",44.4071448,8.9347381,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84400B,I.C. SESTRI LEVANTE,GEIC84400B,I.C. SESTRI LEVANTE,VIALE DANTE 64,Non Disponibile,GEIC84400B@istruzione.it,geic84400b@pec.istruzione.it,www.icsestrilevante.edu.it,NO,,"VIALE DANTE 64, GENOVA",44.2717658,9.398229,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC84400B,I.C. SESTRI LEVANTE,GEEE84405N,S.GIOVANNI BOSCO,VIA N.S. DEL SOCCORSO30,Non Disponibile,GEIC84400B@istruzione.it,Non Disponibile,www.icsestrilevante.gov.it,NO,79,"VIA N.S. DEL SOCCORSO30, GENOVA",44.2674239,9.4191798,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84700V,I.C. LAVAGNA,GEMM84701X,I.C. / SMS DI LAVAGNA,VIA CASTAGNOLA 14,Non Disponibile,GEIC84700V@istruzione.it,Non Disponibile,www.iclavagna.edu.it,NO,198,"VIA CASTAGNOLA 14, GENOVA",44.3967158,8.9798761,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC84700V,I.C. LAVAGNA,GEEE847022,S.EL. VERA VASSALLE,VIA ANTICA ROMANA 5,Non Disponibile,GEIC84700V@istruzione.it,Non Disponibile,www.iclavagna.edu.it,NO,93,"VIA ANTICA ROMANA 5, GENOVA",44.391066,9.0095849,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84700V,I.C. LAVAGNA,GEIC84700V,I.C. LAVAGNA,PIAZZA INNOCENZO IV 13,Non Disponibile,GEIC84700V@istruzione.it,geic84700v@pec.istruzione.it,www.iclavagna.edu.it,NO,,"PIAZZA INNOCENZO IV 13, GENOVA",44.310398,9.344545,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC84700V,I.C. LAVAGNA,GEEE847011,S.EL. - E.RIBOLI -,PIAZZA INNOCENZO IV 13,Non Disponibile,GEIC84700V@istruzione.it,Non Disponibile,www.iclavagna.edu.it,NO,281,"PIAZZA INNOCENZO IV 13, GENOVA",44.310398,9.344545,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84800P,I.C. COGORNO,GEMM84802R,I.C. DI COGORNO / S.M.S. DI NE',VIA GARIBALDI N.316,Non Disponibile,GEIC84800P@istruzione.it,Non Disponibile,www.iccogorno.it,NO,46,"VIA GARIBALDI N.316, GENOVA",44.4110836,8.9331181,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC84800P,I.C. COGORNO,GEIC84800P,I.C. COGORNO,VIA IV NOVEMBRE 115,Non Disponibile,GEIC84800P@istruzione.it,geic84800p@pec.istruzione.it,https//www.iccogorno.eu/,NO,,"VIA IV NOVEMBRE 115, GENOVA",44.4349627,9.1034866,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC84800P,I.C. COGORNO,GEEE84802T,S.EL. - VILLAGGIO DEL RAGAZZO -,VIA IV NOVEMBRE 115,Non Disponibile,GEIC84800P@istruzione.it,Non Disponibile,https//www.iccogorno.it,NO,125,"VIA IV NOVEMBRE 115, GENOVA",44.4349627,9.1034866,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84800P,I.C. COGORNO,GEEE84801R,S.EL. - N.ROCCA -,VIA ALLA BASILICA 2,Non Disponibile,GEIC84800P@istruzione.it,Non Disponibile,www.iccogorno.it,NO,101,"VIA ALLA BASILICA 2, GENOVA",44.4071448,8.9347381,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84800P,I.C. COGORNO,GEMM84801Q,I.C. / S.M.S. DI COGORNO,VIA IV NOVEMBRE 115,Non Disponibile,GEIC84800P@istruzione.it,Non Disponibile,www.iccogorno.it,NO,202,"VIA IV NOVEMBRE 115, GENOVA",44.4349627,9.1034866,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC84800P,I.C. COGORNO,GEEE84803V,"SCUOLA PRIMARIA""NICHOLAS GREEN""",VIA GARIBALDI N.316,Non Disponibile,GEIC84800P@istruzione.it,Non Disponibile,www.iccogorno.it,NO,61,"VIA GARIBALDI N.316, GENOVA",44.4110836,8.9331181,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84800P,I.C. COGORNO,GEEE848051,SCUOLA PRIMARIA DI COGORNO-CAP.,PIAZZA CADUTI PER LA LIBERTA' N.10,Non Disponibile,GEIC84800P@istruzione.it,Non Disponibile,https//www.iccogorno.it,NO,42,"PIAZZA CADUTI PER LA LIBERTA' N.10, GENOVA",44.318338,9.373472,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84900E,I.C. RIVAROLO,GEEE84901L,SCUOLA PRIMARIA DE AMICIS,PIAZZA D.PALLAVICINI 6,Non Disponibile,GEIC84900E@istruzione.it,Non Disponibile,www.icrivarolo.edu.it,NO,374,"PIAZZA D.PALLAVICINI 6, GENOVA",44.4257964,8.818796,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC84900E,I.C. RIVAROLO,GEMM84901G,I.C.RIVAROLO/SMS UGO FOSCOLO,PIAZZA PALLAVICINI 6,Non Disponibile,GEIC84900E@istruzione.it,Non Disponibile,www.icrivarolo.edu.it,NO,394,"PIAZZA PALLAVICINI 6, GENOVA",44.43721,8.8929826,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC85000P,I.C. PEGLI,GEEE85002T,SCUOLA PRIMARIA VILLA BANFI,VIA PEGLI 39,Non Disponibile,GEIC85000P@istruzione.it,Non Disponibile,www.icpegli.edu.it,NO,58,"VIA PEGLI 39, GENOVA",44.4243881,8.8058309,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85000P,I.C. PEGLI,GEMM85001Q,I.C. PEGLI / EX RIZZO -ALESSI,P.ZZA BONAVINO 4A,Non Disponibile,GEIC85000P@istruzione.it,Non Disponibile,www.icpegli.edu.it,NO,624,"P.ZZA BONAVINO 4A, GENOVA",44.4288543,8.8160336,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC85000P,I.C. PEGLI,GEEE850051,PRIMARIA MARIO EMANUELLI,VIA PEGLI 45,Non Disponibile,GEIC85000P@istruzione.it,Non Disponibile,istitutocomprensivopegli.gov.it,NO,41,"VIA PEGLI 45, GENOVA",44.424537,8.8042733,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85000P,I.C. PEGLI,GEEE85001R,"SCUOLA PRIMARIA ""A. NEGRI""",V.LE MODUGNO 20,Non Disponibile,GEIC85000P@istruzione.it,Non Disponibile,www.icpegli.edu.it,NO,146,"V.LE MODUGNO 20, GENOVA",44.426989,8.8099373,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85000P,I.C. PEGLI,GEEE85003V,"SCUOLA PRIMARIA ""G. PASCOLI""",VIA OPISSO 37,Non Disponibile,GEIC85000P@istruzione.it,Non Disponibile,www.icpegli.edu.it,NO,76,"VIA OPISSO 37, GENOVA",44.4257421,8.8198198,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85000P,I.C. PEGLI,GEEE850062,"PRIMARIA ""PASCOLI""",VIA PALLAVICINI 3A,Non Disponibile,GEIC85000P@istruzione.it,Non Disponibile,www.icpegli.edu.it,NO,135,"VIA PALLAVICINI 3A, GENOVA",44.4259019,8.8185118,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85000P,I.C. PEGLI,GEEE85004X,PRIMARIA VILLA ROSA,VIALE MODUGNO 18,Non Disponibile,GEIC85000P@istruzione.it,Non Disponibile,www.icpegli.edu.it,NO,144,"VIALE MODUGNO 18, GENOVA",44.4262069,8.8109258,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85100E,I.C. SAMPIERDARENA,GEIC85100E,I.C. SAMPIERDARENA,PIAZZA DEL MONASTERO 6,Non Disponibile,GEIC85100E@istruzione.it,geic85100e@pec.istruzione.it,www.icsampierdarena.edu.it,NO,680,"PIAZZA DEL MONASTERO 6, GENOVA",44.4105853,8.8893316,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC85100E,I.C. SAMPIERDARENA,GEEE85101L,S.EL. - A.CANTORE -,VIA P.RETI 23,Non Disponibile,GEIC85100E@istruzione.it,Non Disponibile,www.icsampierdarena.edu.it,NO,611,"VIA P.RETI 23, GENOVA",44.4160384,8.8862469,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85100E,I.C. SAMPIERDARENA,GEMM85101G,I.C. SAMPIERDARENA/ S.M.S.,PIAZZA DEL MONASTERO 6,Non Disponibile,GEIC85100E@istruzione.it,Non Disponibile,www.icsampierdarena.gov.it,NO,622,"PIAZZA DEL MONASTERO 6, GENOVA",44.4105853,8.8893316,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC85100E,I.C. SAMPIERDARENA,GEEE85103P,S.EL. - F.TAVIANI -,SALITA PROMONTORIO 2,Non Disponibile,GEIC85100E@istruzione.it,Non Disponibile,www.icsampierdarena.edu.it,NO,132,"SALITA PROMONTORIO 2, GENOVA",44.4211084,8.8994733,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85100E,I.C. SAMPIERDARENA,GEEE85102N,S.EL. - E.MONTALE -,VIA DEI LANDI 19,Non Disponibile,GEIC85100E@istruzione.it,Non Disponibile,www.icsampierdarena.gov.it,NO,202,"VIA DEI LANDI 19, GENOVA",44.4160467,8.8909452,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85200A,I.C. BARABINO,GEEE85202D,S.EL. - E.SALGARI -,VICO SAN BARBORINO 9,Non Disponibile,GEIC85200A@istruzione.it,Non Disponibile,www.icbarabino.gov.it,NO,211,"VICO SAN BARBORINO 9, GENOVA",44.4124575,8.8959592,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85200A,I.C. BARABINO,GEMM85201B,I.C. BARABINO/ S.M.S.,LARGO GOZZANO3,Non Disponibile,GEIC85200A@istruzione.it,Non Disponibile,www.icbarabino.gov.it,NO,418,"LARGO GOZZANO3, GENOVA",44.4071448,8.9347381,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC85200A,I.C. BARABINO,GEEE85203E,S.EL. - G.MAZZINI -,LARGO P. GOZZANO 1,Non Disponibile,GEIC85200A@istruzione.it,Non Disponibile,www.icbarabino.gov.it,NO,335,"LARGO P. GOZZANO 1, GENOVA",44.4109872,8.8962162,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85200A,I.C. BARABINO,GEEE85201C,S.EL. DI VIA S.B.DEL FOSSATO,VIA S.BARTOLOMEO DEL FOSSATO 79,Non Disponibile,GEIC85200A@istruzione.it,Non Disponibile,www.icbarabino.gov.it,NO,103,"VIA S.BARTOLOMEO DEL FOSSATO 79, GENOVA",44.4143162,8.9019677,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC853006,I.C. CASTELLETTO,GEEE853029,SC.ELEM.S. PAOLO,VIA CABRINI 2,Non Disponibile,GEIC853006@istruzione.it,Non Disponibile,www.iccastelletto.edu.it,NO,97,"VIA CABRINI 2, GENOVA",44.417086,8.9382856,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC853006,I.C. CASTELLETTO,GEMM853017,I.C. CASTELLETTO/S.M.S.,VIA CABRINI 2,Non Disponibile,GEIC853006@istruzione.it,Non Disponibile,www.iccastelletto.edu.it,NO,261,"VIA CABRINI 2, GENOVA",44.417086,8.9382856,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC853006,I.C. CASTELLETTO,GEEE853018,S.EL. - M.MAZZINI -,CORSO FIRENZE 1,Non Disponibile,GEIC853006@istruzione.it,Non Disponibile,www.iccastelletto.edu.it,NO,441,"CORSO FIRENZE 1, GENOVA",44.4156329,8.9329783,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC854002,I.C. MADDALENA-BERTANI,GEEE854014,"PRIMARIA ""G.GRILLO""",SALITA DELLE BATTISTINE 16,Non Disponibile,GEIC854002@istruzione.it,Non Disponibile,www.maddalena-bertani.gov.it,NO,150,"SALITA DELLE BATTISTINE 16, GENOVA",44.4119818,8.9363346,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC854002,I.C. MADDALENA-BERTANI,GEEE854025,PRIM A.DE SCALZI-F.LLI POLACCO,VIA RICCI8,Non Disponibile,GEIC854002@istruzione.it,Non Disponibile,www.maddalena-bertani.edu.it,NO,280,"VIA RICCI8, GENOVA",44.4075734,8.9443106,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC854002,I.C. MADDALENA-BERTANI,GEMM854013,"SEC. I GRADO ""A. BERTANI""",SALITA BATTISTINE 12,Non Disponibile,GEIC854002@istruzione.it,Non Disponibile,www.maddalena-bertani.gov.it,NO,262,"SALITA BATTISTINE 12, GENOVA",44.4071448,8.9347381,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC854002,I.C. MADDALENA-BERTANI,GEEE854036,"PRIMARIA ""G.DANEO""",VIA DELLA CONCEZIONE 2,Non Disponibile,GEIC854002@istruzione.it,Non Disponibile,www.maddalena-bertani.edu.it,NO,274,"VIA DELLA CONCEZIONE 2, GENOVA",44.4121368,8.9325468,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85500T,I.C. TERRALBA,GEEE855021,PRIMARIA PIAZZA SOLARI,PIAZZA S. SOLARI 2,Non Disponibile,GEIC85500T@istruzione.it,Non Disponibile,www.terralbagenova.gov.it,NO,310,"PIAZZA S. SOLARI 2, GENOVA",44.4128457,8.9584924,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85500T,I.C. TERRALBA,GEMM85501V,PARINI MERELLO,CORSO G. GALILEI 7,Non Disponibile,GEIC85500T@istruzione.it,Non Disponibile,terralbagenova.gov.it,NO,508,"CORSO G. GALILEI 7, GENOVA",44.406878,8.9508416,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC85500T,I.C. TERRALBA,GEEE85501X,PRIMARIA G.MARCONI -,PIAZZA MARTINEZ 2,Non Disponibile,GEIC85500T@istruzione.it,Non Disponibile,www.terralbagenova.gov.it,NO,219,"PIAZZA MARTINEZ 2, GENOVA",44.4067773,8.9563982,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85600N,I.C. BOGLIASCO-PIEVE L.-SORI,GEIC85600N,I.C. BOGLIASCO-PIEVE L.-SORI,VIA G.MAZZINI 207,Non Disponibile,GEIC85600N@istruzione.it,geic85600n@pec.istruzione.it,www.icbogliascopievesori.edu.it,NO,,"VIA G.MAZZINI 207, GENOVA",44.3773477,9.0731952,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC85600N,I.C. BOGLIASCO-PIEVE L.-SORI,GEEE85604V,S.EL. - E.FERMI -,VIA G.MAZZINI 207,Non Disponibile,GEIC85600N@istruzione.it,Non Disponibile,www.icbogliascopievesori.gov.it,NO,175,"VIA G.MAZZINI 207, GENOVA",44.3773477,9.0731952,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85600N,I.C. BOGLIASCO-PIEVE L.-SORI,GEMM85602Q,I.C.PIEVE LIGURE/FOSCOLO SEZ.AS,VIA ROMA 259,Non Disponibile,GEIC85600N@istruzione.it,Non Disponibile,www.icbogliascopievesori.gov.it,NO,60,"VIA ROMA 259, GENOVA",44.4091299,8.9360639,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC85600N,I.C. BOGLIASCO-PIEVE L.-SORI,GEEE85602R,S.EL.-E.GONZALES-PIEVE LIGURE,VIA ROMA 173,Non Disponibile,GEIC85600N@istruzione.it,Non Disponibile,www.icbogliascopievesori.gov.it,NO,82,"VIA ROMA 173, GENOVA",44.4097048,8.937568,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85600N,I.C. BOGLIASCO-PIEVE L.-SORI,GEEE85603T,S.EL.-F.SOLIMANO-SORI,VIA G.GARIBALDI 3 B,Non Disponibile,GEIC85600N@istruzione.it,Non Disponibile,www.icbogliascopievesori.gov.it,NO,108,"VIA G.GARIBALDI 3 B, GENOVA",44.4107906,8.9342126,SCUOLA PRIMARIA
NORD OVEST,LIGURIA,GENOVA,GEIC85600N,I.C. BOGLIASCO-PIEVE L.-SORI,GEMM85601P,I.C. SORI/MAZZINI SEZ.ASS.,VIA G.GARIBALDI 3 B,Non Disponibile,GEIC85600N@istruzione.it,Non Disponibile,www.icbogliascopievesori.gov.it,NO,116,"VIA G.GARIBALDI 3 B, GENOVA",44.4107906,8.9342126,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC85600N,I.C. BOGLIASCO-PIEVE L.-SORI,GEMM85603R,I.C.BOGLIASCO/FOSCOLOSEZ.AS,VIA G.MAZZINI 207,Non Disponibile,GEIC85600N@istruzione.it,Non Disponibile,www.icbogliascopievesori.gov.it,NO,89,"VIA G.MAZZINI 207, GENOVA",44.3773477,9.0731952,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC85700D,I.C. RAPALLO,GEIC85700D,I.C. RAPALLO,VIA FRANTINI 7,Non Disponibile,GEIC85700D@istruzione.it,geic85700d@pec.istruzione.it,Non Disponibile,NO,386,"VIA FRANTINI 7, GENOVA",44.3536436,9.2270125,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIC85700D,I.C. RAPALLO,GEMM85701E,I.C.RAPALLO/ EX GIUSTINIANI,VIA FRANTINI 7,Non Disponibile,GEIC85700D@istruzione.it,Non Disponibile,www.istitutocomprensivorapallo.gov.it,NO,451,"VIA FRANTINI 7, GENOVA",44.3536436,9.2270125,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEIC85700D,I.C. RAPALLO,GEEE85701G,S.EL. - G.PASCOLI -,VIA TRE SCALINI,Non Disponibile,GEIC85700D@istruzione.it,Non Disponibile,www.istitutocomprensivorapallo.gov.it,NO,315,"VIA TRE SCALINI, GENOVA",44.3559985,9.2129698,SCUOLA PRIMARIA
